PARID,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESS,PROPERTYCITY,PROPERTYSTATE,PROPERTYUNIT,PROPERTYZIP,MUNICODE,MUNIDESC,SCHOOLCODE,SCHOOLDESC,LEGAL1,LEGAL2,LEGAL3,NEIGHCODE,NEIGHDESC,TAXCODE,TAXDESC,TAXSUBCODE,TAXSUBCODE_DESC,OWNERCODE,OWNERDESC,CLASS,CLASSDESC,USECODE,USEDESC,LOTAREA,HOMESTEADFLAG,FARMSTEADFLAG,CLEANGREEN,ABATEMENTFLAG,RECORDDATE,SALEDATE,SALEPRICE,SALECODE,SALEDESC,DEEDBOOK,DEEDPAGE,PREVSALEDATE,PREVSALEPRICE,PREVSALEDATE2,PREVSALEPRICE2,CHANGENOTICEADDRESS1,CHANGENOTICEADDRESS2,CHANGENOTICEADDRESS3,CHANGENOTICEADDRESS4,COUNTYBUILDING,COUNTYLAND,COUNTYTOTAL,COUNTYEXEMPTBLDG,LOCALBUILDING,LOCALLAND,LOCALTOTAL,FAIRMARKETBUILDING,FAIRMARKETLAND,FAIRMARKETTOTAL,STYLE,STYLEDESC,STORIES,YEARBLT,EXTERIORFINISH,EXTFINISH_DESC,ROOF,ROOFDESC,BASEMENT,BASEMENTDESC,GRADE,GRADEDESC,CONDITION,CONDITIONDESC,CDU,CDUDESC,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,HEATINGCOOLING,HEATINGCOOLINGDESC,FIREPLACES,BSMTGARAGE,FINISHEDLIVINGAREA,CARDNUMBER,ALT_ID,TAXYEAR,ASOFDATE
0177L00056000000,1600, ,S BRADDOCK AVE,PITTSBURGH,PA, ,15218.0,854,Swissvale  ,9,Woodland Hills,REGENT PARK PLAN 58 LOT 30X100 BRADDOCK AVE    ,,,52C21,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,3000,,,,,09-28-2007,09-28-2007,1.0,H,MULTI-PARCEL SA,13391,308.0,12-29-1997,275000.0,,,4141   ROCKSIDE RD  FL 4,  ,CLEVELAND OH  ,44131.0,2800,29200,32000,0,2800,29200,32000,2800,29200,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0178H00080000000,7521, ,WASHINGTON AVE,PITTSBURGH,PA, ,15218.0,854,Swissvale  ,9,Woodland Hills,R L & S J MILLER PL 21 PT 20 TRI LOT 28X31X27.2,0 IN ALL WASHINGTON ST INT WAVERLY             ,1 STY BRK STR RM & BSMT                        ,52C42,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,C,COMMERCIAL,420,SMALL DETACHED RET(UNDER 10000),434,,,,,,05-02-1980,5000.0,0,VALID SALE,6247,520.0,,,,,230   WILKINS AVE   ,  ,EAST PITTSBURGH PA  ,15112.0,8700,8700,17400,0,8700,8700,17400,8700,8700,17400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0175K00162000100,7701, ,PENN AVE,PITTSBURGH,PA, ,15221.0,866,Wilkinsburg  ,46,Wilkinsburg Boro,TRI LOT 100X46X100 TO A POINT IN PENN AVE      ,,,52C14,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,499,COMM AUX BUILDING,2000,,,,,02-06-2015,11-17-2014,10.0,H,MULTI-PARCEL SA,15877,99.0,05-05-1950,0.0,,,2424   RIDGE RD   ,  ,ROCKWALL TX  ,75087.0,7900,4600,12500,0,7900,4600,12500,7900,4600,12500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0280N00195000000,5336, ,PERRY HWY,PITTSBURGH,PA, ,15229.0,864,West View  ,28,North Hills,LOT 51.26XAVG185X71X50.65 REAR OF PERRYSVILLE A,VE                                             ,LAWRENCE WHITEHALL PLAN PT 6 TRI LOT 8.56X80.45,86403,86403,E,10 - Exempt,,,20,CORPORATION,R,RESIDENTIAL,100,VACANT LAND,9417,,,,,,10-05-2000,103000.0,9,OTHER INVALID,10883,273.0,04-25-1979,46000.0,,,135   6TH AVE   ,  ,PITTSBURGH      PA  ,15229.0,0,26400,26400,0,0,26400,26400,0,26400,26400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0280N00215000000,5336, ,PERRY HWY,PITTSBURGH,PA, ,15229.0,864,West View  ,28,North Hills,7.344 A LD PERRYSVILLE AVE                     ,1 STY BRK FIELD HOUSE                          ,,55C38,SUBURBAN (NORTH OF PITTSBURGH),E,10 - Exempt,,,20,CORPORATION,G,GOVERNMENT,650,OWNED BY BOARD OF EDUCATION,319905,,,,,,03-03-1941,0.0,3,LOVE&AFFECTION,2677,592.0,,,,,206   SIEBERT RD   ,  ,PITTSBURGH      PA  ,15237.0,480900,783700,1264600,0,480900,783700,1264600,480900,783700,1264600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0178D00270000000,2000, ,S BRADDOCK AVE,PITTSBURGH,PA, ,15218.0,854,Swissvale  ,9,Woodland Hills,R L & S J MILLER PLAN 3 IRREG LOT 125.22X,132X150.22 BRADDOCK AVE COR WAVERLY AVE,1 STY BRK SERV STA BLDG #2000,52C34,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,17954,,,,,11-07-2013,11-07-2013,650000.0,29,OTHER,15427,150.0,04-06-2004,200000.0,10-27-1988,190000.0,2000  S BRADDOCK AVE   ,  ,PITTSBURGH PA  ,15218.0,374800,83800,458600,0,374800,83800,458600,374800,83800,458600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0350S00280000000,513, ,PERRY HWY,PITTSBURGH,PA, ,15229.0,864,West View  ,28,North Hills,WALNUT WEST VIEW PLAN PARCEL 'A' IRREG LOT     ,= 324.01X243.41X240 (OR 1.344 ALD)             ,PERRYSVILLE AVE BETWEEN CHALFONTE              ,55C14,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,423,PHARMACY (CHAIN),58545,,,,,07-27-2022,07-21-2022,4772653.0,AA,SALE NOT ANALYZ,18993,481.0,03-24-2014,3898406.0,05-05-1950,0.0,359  N ALFRED ST   ,  ,LOS ANGELES CA  ,90048.0,2223300,604800,2828100,0,2223300,604800,2828100,2223300,604800,2828100,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0233A00099000000,1000, ,PENN AVE,PITTSBURGH,PA, ,15221.0,866,Wilkinsburg  ,46,Wilkinsburg Boro,JAS KELLY PLAN 12 LOT 33X60 IN ALL PENN AV COR ,COAL ST                                        ,2 STY BRK HSE & STO RM 1000                    ,52C51,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,404,RETL/APT'S OVER,1980,,,,,02-12-2019,01-30-2019,70000.0,14,TIME ON MARKET,17516,261.0,03-12-2012,60000.0,08-22-2007,25000.0,201   CARRIAGE BLVD   ,  ,PITTSBURGH PA  ,15239.0,32200,9800,42000,0,32200,9800,42000,32200,9800,42000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0280E00032000000,411, ,PERRY HWY,PITTSBURGH,PA, ,15229.0,864,West View  ,28,North Hills,N E BELLEVUE PLAN 2 PT 1 LOT 117.25XAVG81.56X12,0 RR IN ALL PERRYSVILLE AVE                    ,1 STY BRK & C B GAS STATION                    ,55C44,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,452,AUTO SERV STATION,11876,,,,,02-03-2021,01-29-2021,500000.0,35,CORP TRANSFER,18322,243.0,11-29-2010,155000.0,04-10-2002,157500.0,1035   BOYCE RD  STE 200,  ,PITTSBURGH PA  ,15241.0,155500,222400,377900,0,155500,222400,377900,155500,222400,377900,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0280G00213000000,350, ,CENTER AVE,PITTSBURGH,PA, ,15229.0,864,West View  ,28,North Hills,KEATING WEST VIEW 2ND PLAN 1256-PT 1255 LOT 69.,47XAVG102.885X40.76 RR IN ALL CENTER AVE       ,2 STY BRK APTS 350-352                         ,86403,86403,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,30,THREE FAMILY,5670,,,,,11-15-2017,11-03-2017,120000.0,0,VALID SALE,17015,108.0,12-16-1964,0.0,,,185   GAYDOS ST   ,  ,SEWICKLEY PA  ,15143.0,80000,10000,90000,0,80000,10000,90000,80000,10000,90000,13,MULTI-FAMILY,2.0,1936.0,2.0,Brick,4.0,ROLL,5.0,Full,C,AVERAGE,4.0,FAIR,AV,AVERAGE,12.0,6.0,3.0,0.0,2,Central Heat,0.0,4.0,3498.0,1.0,,2022,01-NOV-22
0177B00142000000,1200, ,S BRADDOCK AVE,PITTSBURGH,PA, ,15218.0,854,Swissvale  ,9,Woodland Hills,REGENT SQ PLAN 16 PTS 14 & 15 LOT 45X120 IN ALL,BRADDOCK AV COR SANDERS ST                     ,,52C21,SUBURBAN (EAST OF PITTSBURGH),T,20 - Taxable,,,10,REGULAR,C,COMMERCIAL,404,RETL/APT'S OVER,5400,,,,,,06-08-1990,0.0,3,LOVE&AFFECTION,8265,507.0,,,,,4205   LOCHNER CT   ,  ,MURRYSVILLE     PA  ,15668.0,54200,53400,107600,0,54200,53400,107600,54200,53400,107600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0456D00298000000,120, ,6TH ST,TURTLE CREEK,PA, ,15145.0,858,Turtle Creek  ,9,Woodland Hills,E PGH IMP CO PLAN PT 13 BLK 55 LOT 25X90 6TH ST,40/2 STY ALUM HSE 120                          ,,85803,TURTLE CREEK BOROUGH,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,20,TWO FAMILY,2250,HOM,,,,,02-05-1979,25000.0,0,VALID SALE,6063,693.0,,,,,120   6TH ST   ,  ,TURTLE CREEK    PA  ,15145.0,0,6000,6000,0,17500,6500,24000,17500,6500,24000,13,MULTI-FAMILY,2.0,1925.0,1.0,Frame,1.0,SHINGLE,5.0,Full,D+,BELOW AVERAGE +,5.0,POOR,PR,POOR,8.0,3.0,2.0,0.0,2,Central Heat,0.0,0.0,1780.0,1.0,,2022,01-NOV-22
0455K00229000000,301, ,GRANT ST,TURTLE CREEK,PA, ,15145.0,858,Turtle Creek  ,9,Woodland Hills,TINTSMAN & LARIMER PLAN 6 LOT 43.19X62.56X47.89, R R SARA ST                                   ,2 STY ALUM HSE 301                             ,85802,TURTLE CREEK BOROUGH,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,30,THREE FAMILY,2387,,,,,10-19-2015,08-26-2015,95000.0,99,CORRECTN / DUP,16164,359.0,05-02-1995,1.0,,,633   COREY AVE   ,  ,BRADDOCK PA  ,15104.0,49800,7400,57200,0,49800,7400,57200,49800,7400,57200,13,MULTI-FAMILY,2.0,1920.0,1.0,Frame,1.0,SHINGLE,5.0,Full,C+,AVERAGE +,3.0,AVERAGE,FR,FAIR,12.0,5.0,3.0,0.0,2,Central Heat,0.0,0.0,2270.0,1.0,,2022,01-NOV-22
0455P00208000000,519, ,PENN AVE,TURTLE CREEK,PA, ,15145.0,858,Turtle Creek  ,9,Woodland Hills,LOT 65XAVG208.24X71.86 RR PENN AVE             ,,,53C54,RIVER/INDUSTRIAL/MILL,E,10 - Exempt,,,20,CORPORATION,O,OTHER,680,CHARITABLE EXEMPTION/HOS/HOMES,9100,,,,,,12-29-1993,1.0,3,LOVE&AFFECTION,9128,82.0,,,,,519   PENN AVE   ,  ,TURTLE CREEK    PA  ,15145.0,8100,1600,9700,0,8100,1600,9700,8100,1600,9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0455F00277000000,511, ,LARIMER AVE,TURTLE CREEK,PA, ,15145.0,858,Turtle Creek  ,9,Woodland Hills,J R MELLON PLAN 37 LOT 25X105 LARIMER AV       ,2 STY INS BRK HSE 511                          ,,85804,TURTLE CREEK BOROUGH,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,10,SINGLE FAMILY,2625,,,,,04-10-2012,04-10-2012,35000.0,AA,SALE NOT ANALYZ,14857,426.0,01-19-2012,10000.0,08-16-1991,17000.0,511   LARIMER AVE   ,  ,TURTLE CREEK PA  ,15145.0,13400,6900,20300,0,13400,6900,20300,13400,6900,20300,16,OLD STYLE,2.0,1930.0,1.0,Frame,1.0,SHINGLE,5.0,Full,C,AVERAGE,8.0,VERY POOR,VP,VERY POOR,7.0,3.0,1.0,0.0,2,Central Heat,0.0,0.0,1815.0,1.0,,2022,01-NOV-22
0241L00184000000,2321, ,WORTON BLVD,WEST MIFFLIN,PA, ,15122.0,870,West Mifflin  ,45,West Mifflin Area,DUQUESNE VIEW 1ST PLAN 30 PT 31 LOT 121.51XAVG1,02.24X126.05 RR IN ALL PENNSYLVANIA AVE,1 STY BRK STOREROOM,56C54,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,491,CONVENIENCE STORE,13908,,,,,08-18-2006,08-18-2006,705000.0,0,VALID SALE,12961,574.0,03-21-2006,628214.0,02-09-2005,200000.0,10   PRIMROSE LN   ,  ,ROSLYN HEIGHTS NY  ,11577.0,105700,230600,336300,0,105700,230600,336300,105700,230600,336300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0241G00295000000,2316, ,WEBSTER AVE,WEST MIFFLIN,PA, ,15122.0,870,West Mifflin  ,45,West Mifflin Area,DUQUESNE VIEW PLAN 81 LOT 60X120 WEBSTER AVE   ,1 STY FRA HSE                                  ,,87004,WEST MIFFLIN BOROUGH,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,7200,,,,,06-22-2004,06-22-2004,15000.0,0,VALID SALE,12091,556.0,09-29-1975,16300.0,,,5118   RAILROAD ST   ,  ,MC KEESPORT PA  ,15132.0,14500,8500,23000,0,14500,8500,23000,14500,8500,23000,1,RANCH,1.0,1956.0,1.0,Frame,1.0,SHINGLE,5.0,Full,D,BELOW AVERAGE,3.0,AVERAGE,AV,AVERAGE,4.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,624.0,1.0,,2022,01-NOV-22
0288F00025000000,121, ,FIELD CLUB RD,PITTSBURGH,PA, ,15238.0,868,Fox Chapel  ,17,Fox Chapel Area,DEER HAVEN 3RD PLAN #314 IRREG TRI LOT         ,646.23X241.50X837.71 OR (3.069 AC) FIELD CLUB RD,,86801,86801,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,100,VACANT LAND,133729,,,,,,02-05-1976,0.0,9,OTHER INVALID,,,,,,,121   FIELD CLUB RD   ,  ,PITTSBURGH PA  ,15238.0,0,211200,211200,0,0,211200,211200,0,211200,211200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0217A00328000000,5336, ,PERRY HWY,PITTSBURGH,PA, ,15229.0,864,West View  ,28,North Hills,MITCHELL PLAN PT 6 LOT 60.9XAVG192.73X79.73 RR ,PERRYSVILLE AVE                                ,,55C38,SUBURBAN (NORTH OF PITTSBURGH),E,10 - Exempt,,,20,CORPORATION,C,COMMERCIAL,456,PARKING GARAGE/LOTS,13684,,,,,,11-06-2000,170000.0,9,OTHER INVALID,10908,324,10-17-1979,6000.0,,,135   6TH AVE   ,  ,PITTSBURGH      PA  ,15229.0,0,5500,5500,0,0,5500,5500,0,5500,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0289A00035000000,121, ,FIELD CLUB RD,PITTSBURGH,PA, ,15238.0,868,Fox Chapel  ,17,Fox Chapel Area,226.765 A LD FOX CHAPEL RD                     ,(IMPROVEMENT TO LAND-GOLF COURSE)              ,2 STY FRA HSE (ASSMT SUP)                      ,55C38,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,461,COUNTRY CLUBS,9877883,,,,,,08-25-1960,0.0,3,LOVE&AFFECTION,,,,,,,121   FIELD CLUB RD   ,  ,PITTSBURGH PA  ,15238.0,6455300,4013300,10468600,0,6455300,4013300,10468600,6455300,4013300,10468600,16,OLD STYLE,2.0,1924.0,1.0,Frame,1.0,SHINGLE,5.0,Full,D+,BELOW AVERAGE +,3.0,AVERAGE,AV,AVERAGE,6.0,3.0,1.0,0.0,2,Central Heat,0.0,0.0,1440.0,7.0,,2022,01-NOV-22
0217A00310000000,5336, ,PERRY HWY,PITTSBURGH,PA, ,15229.0,864,West View  ,28,North Hills,GEORGE J HEIL JR PROPERTY LINE REVISION PLAN   ,UN # IRREG LOT = 49.75X183.50X55               ,(OR .200 ALD) OLD PERRY HWY                    ,55C38,SUBURBAN (NORTH OF PITTSBURGH),E,10 - Exempt,,,20,CORPORATION,C,COMMERCIAL,456,PARKING GARAGE/LOTS,9611,,,,,,06-30-2000,83000.0,9,OTHER INVALID,10803,393,05-05-1950,0.0,,,135   6TH AVE   ,  ,PITTSBURGH      PA  ,15229.0,0,3800,3800,0,0,3800,3800,0,3800,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0217A00316000000,5336, ,PERRY HWY,PITTSBURGH,PA, ,15229.0,864,West View  ,28,North Hills,LAWRENCE WHITEHALL PLAN PT 6 LOT 70X200 PERRYSV,ILLE AVE                                       ,,55C38,SUBURBAN (NORTH OF PITTSBURGH),E,10 - Exempt,,,20,CORPORATION,C,COMMERCIAL,456,PARKING GARAGE/LOTS,14000,,,,,,08-09-1951,0.0,3,LOVE&AFFECTION,3134,664,,,,,135   6TH AVE   ,  ,PITTSBURGH      PA  ,15229.0,0,5600,5600,0,0,5600,5600,0,5600,5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0217A00322000000,5336, ,PERRY HWY,PITTSBURGH,PA, ,15229.0,864,West View  ,28,North Hills,MITCHELL PLAN PT 6 LOT 60.89XAVG189.33X79.73 RR, PERRYSVILLE AVE                               ,,55C38,SUBURBAN (NORTH OF PITTSBURGH),E,10 - Exempt,,,20,CORPORATION,G,GOVERNMENT,650,OWNED BY BOARD OF EDUCATION,13442,,,,,,11-15-2000,168000.0,9,OTHER INVALID,10915,186,07-19-1994,99000.0,,,135   6TH AVE   ,  ,PITTSBURGH      PA  ,15229.0,0,5400,5400,0,0,5400,5400,0,5400,5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0217B00354000000,5336, ,PERRY HWY,PITTSBURGH,PA, ,15229.0,864,West View  ,28,North Hills,MARTORELLI PLAN,PARCEL A = 202.56 FRONTING WITH 14 TOTAL BEARINGS,,55C24,SUBURBAN (NORTH OF PITTSBURGH),E,10 - Exempt,,,20,CORPORATION,G,GOVERNMENT,650,OWNED BY BOARD OF EDUCATION,135136,,,,,,06-30-2000,20000.0,0,VALID SALE,10803,475,12-23-1986,1.0,,,135   6TH AVE   ,  ,PITTSBURGH      PA  ,15229.0,0,62100,62100,0,0,62100,62100,0,62100,62100,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0279K00178000000,1511, ,CENTER AVE,PITTSBURGH,PA, ,15229.0,864,West View  ,28,North Hills,E BELLEVUE PLAN 450-451-452 LOT 120X150 IN ALL ,CORNELL AVE                                    ,1 & 2 STY C B & STONE BLDG 1511 CENTER AVE     ,55C38,SUBURBAN (NORTH OF PITTSBURGH),T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,C,COMMERCIAL,404,RETL/APT'S OVER,18000,,,,,09-17-2009,09-17-2009,156000.0,UR,OTHER,14043,587,06-07-1990,0.0,,,73   GRAHAM RD   ,  ,PITTSBURGH PA  ,15237.0,128100,59200,187300,0,128100,59200,187300,128100,59200,187300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0319M00015000000,1710, ,WASHINGTON RD,PITTSBURGH,PA, ,15241.0,876,Bethel Park  ,5,Bethel Park,IRREG LOT 217.56X209.22X120.24 (0.734ALD)      ,RR WASHINGTON RD                               ,1 STY BRK & C B SERV STA #1710                 ,56C15,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,31799,,,,,,03-18-1997,1.0,3,LOVE&AFFECTION,9903,195,,,,,2424   RIDGE RD   ,  ,ROCKWALL TX  ,75087.0,76400,508200,584600,0,76400,508200,584600,76400,508200,584600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0319R00030000000,1741, ,WASHINGTON RD,PITTSBURGH,PA, ,15241.0,876,Bethel Park  ,5,Bethel Park,LOT 205.71X274X245.12 WASHINGTON RD COR,FT COUCH RD,1 STY BRK AL & GLASS BLDG (HOULIHAN'S) #1741,56C15,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,423,PHARMACY (CHAIN),56184,,,,,10-31-2005,10-31-2005,8439000.0,21,OTHER,12643,19,03-31-2004,2500000.0,07-18-2000,1382223.0,   PO BOX 1159    , TAX DEPT.  MS1435 ,DEERFIELD IL  ,60015.0,2196400,773700,2970100,0,2196400,773700,2970100,2196400,773700,2970100,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0389M00180000000,4, ,OLD CLAIRTON RD,PITTSBURGH,PA, ,15236.0,873,Pleasant Hills  ,44,West Jefferson Hills,1.98 ALD,,,56C14,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,423,PHARMACY (CHAIN),86249,,,,,07-14-2011,07-14-2011,5275000.0,AA,SALE NOT ANALYZ,14633,557,09-15-2004,2491250.0,04-30-2004,2000000.0,   PO BOX 1159    , ATTN: TAX DEPT STORE #9188 ,DEERFIELD IL  ,60015.0,3389000,1091000,4480000,0,3389000,1091000,4480000,3389000,1091000,4480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0388K00004000000,104, ,CLAIRTON BLVD,PITTSBURGH,PA, ,15236.0,873,Pleasant Hills  ,44,West Jefferson Hills,PLEASANT HILLS 2ND PLAN 98 TO 101 INCL,LOT 215.475XAVG163.342X200.44,,56C33,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,39021,,,,,12-20-2018,12-19-2018,665000.0,36,QUIT CLAIM,17467,497,01-22-2009,540000.0,10-21-1985,92049.0,7076   HIGHLAND CREEK DR   ,  ,BRIDGEVILLE PA  ,15017.0,96800,484400,581200,0,96800,484400,581200,96800,484400,581200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0561K00070000000,1000, ,CLAIRTON BLVD,PITTSBURGH,PA, ,15236.0,873,Pleasant Hills  ,44,West Jefferson Hills,LINDSAY PLAN NO 1,LOT 1 = 442.83 FRONTING WITH 14 TOTAL BEARINGS,,56C33,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,11,REGULAR-ETAL,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,157983,,,,,11-09-2005,11-09-2005,500000.0,0,VALID SALE,12655,76,,,,,5700   6TH AVE   ,  ,ALTOONA PA  ,16602.0,834000,1000000,1834000,0,834000,1000000,1834000,834000,1000000,1834000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0389R00210000000,251, ,CURRY HOLLOW RD,PITTSBURGH,PA, ,15236.0,873,Pleasant Hills  ,44,West Jefferson Hills,IRREG LOT 238.12XAVG361.95X 273.21 RR CURRY HOL,LOW RD COR ARBOR LANE                          ,1 STY BLK BLDG (SHEETZ)                        ,56C24,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,75565,,,,,,11-05-1997,600000.0,5,OTHER,10070,572,,,,,5700   6TH AVE   ,  ,ALTOONA         PA  ,16602.0,1077000,607000,1684000,0,1077000,607000,1684000,1077000,607000,1684000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0247D00190000000,1400, -1412,RADFORD RD,PITTSBURGH,PA, ,15227.0,874,Whitehall  ,4,Baldwin Whitehall,PROSPECT PARK 1ST PLAN PT 1 LOT 233.41XAVG95.28X218.79,,,56C38,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,405,RETL/OFF OVER,21543,,,,,04-16-2003,04-16-2003,345000.0,H,MULTI-PARCEL SA,11622,639,10-07-1985,400000.0,,,3000   VILLAGE RUN RD  STE 103, #258 ,WEXFORD PA  ,15090.0,564500,67700,632200,0,564500,67700,632200,564500,67700,632200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0247D00198000000,1400, -1412,RADFORD RD,PITTSBURGH,PA, ,15227.0,874,Whitehall  ,4,Baldwin Whitehall,PROSPECT PARK 1ST PLAN PT 1 LOT 74.27X115X70.35, RR RADFORD RD,,56C38,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,499,COMM AUX BUILDING,8316,,,,,04-16-2003,04-16-2003,345000.0,AA,SALE NOT ANALYZ,11622,639,10-07-1985,400000.0,,,3000   VILLAGE RUN RD  STE 103, #258 ,WEXFORD PA  ,15090.0,2800,3300,6100,0,2800,3300,6100,2800,3300,6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0138P00075000000,244, ,PROVOST RD,PITTSBURGH,PA, ,15227.0,874,Whitehall  ,4,Baldwin Whitehall,LOT = 118.14X119.00X80.00X8.5X79.00X12.05,,,56C44,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,492,CONVENIENCE STORE/GAS,7078,,,,,11-21-2017,11-06-2017,55250.0,14,TIME ON MARKET,17022,354,10-13-1975,0.0,,,580   MCNEILLY RD   ,  ,PITTSBURGH PA  ,15226.0,22100,26200,48300,0,22100,26200,48300,22100,26200,48300,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
0562C00056000000,616, ,OLD CLAIRTON RD,PITTSBURGH,PA, ,15236.0,873,Pleasant Hills  ,44,West Jefferson Hills,IRREG LOT 170.85X125.25X100.72 RR OLD CLAIRTON ,RD                                             ,2 STY BRK V-CB & ALUM BLDG & APT 616           ,56C44,SUBURBAN (SOUTH AND WEST OF PITTSBURGH),T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,C,COMMERCIAL,404,RETL/APT'S OVER,17077,,,,,11-27-2012,11-27-2012,222250.0,Z,OTHER,15077,463,05-16-1974,47500.0,,,616   OLD CLAIRTON RD   ,  ,PITTSBURGH PA  ,15236.0,125400,74600,200000,0,125400,74600,200000,125400,74600,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022,01-NOV-22
